;0;1;2
289;0,184711933;224;32
290;0;144;0
291;0;224;22
292;0,137003899;224;20
293;0;224;19
294;0;224;39
295;0,147093773;224;31
296;0;224;28
297;0;144;127
298;0;144;0
299;0;224;34
300;0,165204763;224;40
301;0;224;0
302;0;224;42
303;0,168381691;224;47
304;0;224;9
305;0,169220686;224;13
306;0;224;19
307;0;224;3
308;0,147698402;224;10
309;0;176;2
310;0,047606945;176;2
311;0,061789274;176;2
312;0,077764511;176;2
313;0,079136848;176;2
314;0,035475492;176;2
315;0,055116177;176;2
316;0,048031092;176;2
317;0,07700038;176;2
318;0,029390574;176;66
319;0,079532623;176;66
320;0,06167984;176;66
321;0,062544346;176;66
322;0,045940876;176;66
323;0,053510904;176;66
324;0,055824995;176;66
325;0,095460415;176;66
326;0,092383146;176;66
327;0,06212616;176;66
328;0,062764406;176;66
329;0,062282562;176;66
330;0,04600811;176;66
331;0,078418255;176;66
332;0,061651945;176;2
333;0,048044443;176;2
334;0,047960758;176;2
335;1,047935724;176;2
336;0;176;2
337;0,056483269;176;2
338;0,060783863;176;2
339;0,748833179;176;2
340;0;176;66
341;0,047321558;176;66
342;0,036028624;176;66
343;0,059254646;176;66
344;0,047660828;176;66
345;0,061436176;176;66
346;0,062433004;176;66
347;0,063457489;176;66
348;0,037460089;176;66
349;0,070451498;176;66
350;0,048553467;176;2
351;0,061071396;176;2
352;0,062064171;176;2
353;0,062283278;176;2
354;0,062259436;176;2
355;0,040099621;176;2
356;0,294353962;176;2
357;0;176;2
358;0,960255623;176;66
359;0;176;66
360;0,133936644;176;66
361;0,001008987;176;66
362;0,823873758;176;2
363;0;176;2
364;1,271848917;176;66
365;0,001006603;176;66
366;1,232744694;176;66
367;0,001014709;176;66
368;1,155262947;176;2
369;0,000995159;176;2
370;0,034700155;176;66
371;0,050153017;176;66
372;0,048060179;176;66
373;0,061234951;176;66
374;0,046447754;176;66
375;0,061108589;176;66
376;0,029779196;176;66
377;0,02700758;176;66
378;0,012467861;176;66
379;0,012243748;176;66
380;0,016122818;176;66
381;0,057175636;176;66
382;0,062591314;176;66
383;0,078529596;176;66
384;0,052301168;176;66
385;0,058084488;176;66
386;0,06177187;176;66
387;0,062071562;176;66
388;0,146868467;176;2
389;0,000999689;176;2
390;0,044404745;176;2
391;0,062087297;176;2
392;0,047094107;176;2
393;0,048061132;176;2
394;0,0473876;176;2
395;0,035933971;176;2
396;0,056959391;176;2
397;0,059728146;176;66
398;0,062057972;176;66
399;0,061769724;176;66
400;0,076369286;176;66
401;0,093863249;176;66
402;0,708473921;176;66
403;0;176;66
404;0,057037354;176;66
405;0,06056428;176;66
406;0,047327518;176;66
407;0,048152685;176;66
408;0,077808142;176;66
409;0,063140869;176;66
410;0,03121686;176;66
411;0,028069258;176;66
412;0,048551798;176;66
413;0,061169624;176;2
414;0,154120445;176;2
415;0,001003981;176;2
416;0,07493782;176;2
417;0,123821735;176;66
418;0,00100565;176;66
419;0,076292515;176;66
420;0,108323097;176;66
421;0;176;66
